season_number,season_date,season_time,market_fmid
1464,1,05/06/2020 to 10/31/2020,Wed: 8:00 AM-1:00 PM;Sat: 8:00 AM-1:00 PM;,1010560
1465,1,06/20/2020 to 09/26/2020,Sat: 10:00 AM-1:00 PM;,1003169
1466,1,06/06/2020 to 10/03/2020,Sat: 9:00 AM-12:00 PM;,1019869
1467,1,01/01/2020 to 12/31/2020,Tue: 2:30 PM-5:30 PM;,1020163
1468,1,04/01/2020 to 12/01/2020,Mon: 8:00 AM-1:00 PM;Tue: 8:00 AM-1:00 PM;Thu: 8:00 AM-1:00 PM;Fri: 8:00 AM-1:00 PM;Sat: 8:00 AM-1:00 PM;,1010014
1469,1,01/01/2022 to 01/01/2022,Mon: 9:00 AM-9:00 PM;Tue: 9:00 AM-9:00 PM;Wed: 9:00 AM-9:00 PM;Thu: 9:00 AM-9:00 PM;Fri: 9:00 AM-9:00 PM;Sat: 9:00 AM-5:00 PM;Sun: 9:00 AM-5:00 PM;,1021675
1470,1,01/01/2021 to 01/01/2021,Sat: 9:00 AM-2:00 PM;,1020022
1471,1,07/08/2020 to 10/07/2020,Wed: 2:30 PM-6:00 PM;,1019926
1472,1,01/01/2020 to 12/31/2020,Sat: 8:00 AM-1:00 PM;,1020159
1473,1,01/01/2021 to 01/01/2021,Sun: 12:00 PM-4:00 PM;,1003836
1474,1,06/05/2021 to 06/05/2021,Sat: 10:00 AM-2:00 PM;,1019829
1475,1,05/25/2019 to 11/23/2019,Sat: 9:00 AM-12:00 PM;,1019671
1476,1,07/10/2020 to 10/17/2020,Fri: 10:30 AM-12:30 PM;,1020039
1477,1,07/10/2020 to 10/17/2020,Fri: 2:30 PM-4:30 PM;,1020040
1478,1,07/10/2020 to 10/17/2020,Sat: 1:30 PM-3:30 PM;,1011934
1479,1,07/10/2020 to 10/17/2020,Sat: 10:00 AM-12:00 PM;,1011935
1480,1,04/25/2020 to 10/24/2020,Sat: 9:00 AM-3:00 PM;,1019803
1481,1,01/01/2020 to 12/31/2020,Tue: 2:00 PM-6:30 PM;,1020067
1482,1,12/03/2021 to 12/03/2021,Fri: 9:00 AM-2:00 PM;,1021697
1483,1,01/01/2019 to 12/31/2019,Tue: 4:30 PM-6:00 PM;,1019385
1484,1,01/01/2020 to 12/31/2020,Sat: 8:00 AM-1:00 PM;,1021214
1485,1,01/01/2019 to 12/31/2019,Sun: 11:00 AM-3:00 PM;,1019599
1486,1,05/05/2018 to 10/27/2018,Sat: 9:00 AM-1:00 PM;,1002526
1487,1,05/02/2020 to 10/27/2020,Tue: 2:00 PM-6:00 PM;,1019915
1488,1,06/01/2021 to 06/01/2021,Tue: 8:00 AM-1:00 PM;,1021573
1489,1,05/01/2019 to 10/31/2019,Sat: 9:00 AM-2:00 PM;,1019511
1490,1,01/01/2020 to 12/31/2020,Sat: 9:00 AM-2:00 PM;,1010997
1491,1,06/03/2021 to 06/03/2021,Thu: 3:00 PM-7:00 PM;,1010445
1492,1,06/02/2021 to 06/02/2021,Wed: 2:00 PM-7:00 PM;,1021553
1493,1,05/12/2018 to 10/06/2018,Sat: 10:00 AM-2:00 PM;,1019091
1494,2,10/13/2018 to 12/31/2018,Sat: 10:00 AM-2:00 PM;,1019091
1495,1,05/01/2018 to ,Sat: 8:00 AM-12:00 PM;,1018098
1496,1,06/03/2021 to 06/03/2021,Thu: 2:00 PM-7:00 PM;,1021563
1497,2,11/11/2021 to 11/11/2021,Thu: 10:00 AM-2:00 PM;,1021563
1498,1,05/18/2018 to 10/26/2018,Fri: 2:00 PM-6:00 PM;,1002063
1499,1,06/01/2020 to 11/02/2020,Mon: 9:00 AM-1:00 PM;,1019979
1500,1,01/01/2018 to 12/31/2018,Mon: 8:00 AM-5:00 PM;Tue: 8:00 AM-5:00 PM;Wed: 8:00 AM-5:00 PM;Thu: 8:00 AM-5:00 PM;Fri: 8:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;Sun: 8:00 AM-5:00 PM;,1005560
1501,1,06/05/2018 to 10/02/2018,Tue: 3:00 PM-6:00 PM;,1019305
1502,1,06/15/2018 to 10/01/2018,Fri: 1:00 PM-4:00 PM;,1018952
1503,1,06/01/2021 to 06/01/2021,Tue: 8:00 AM-1:00 PM;,1021568
1504,1,05/06/2021 to 05/06/2021,Thu: 4:00 PM-7:30 PM;,1019173
1505,1,05/06/2020 to 09/09/2020,Wed: 2:00 PM-6:00 PM;,1019784
1506,1,04/13/2019 to 12/21/2019,Sat: 8:00 AM-1:00 PM;,1019452
1507,2,01/11/2020 to ,Sat: 9:00 AM-12:00 PM;,1019452
1508,1,04/11/2020 to 12/19/2020,Sun: 8:00 AM-1:00 PM;,1019782
1509,1,05/01/2021 to 05/01/2021,Mon: -1:00 PM;Tue: 7:00 AM-1:00 PM;Thu: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,1021394
1510,1,06/05/2013 to 10/30/2013,Wed: 10:00 AM-2:00 PM;,1003588
1511,1,05/01/2022 to 05/01/2022,Sun: 8:00 AM-1:00 PM;,1021670
1512,1,05/19/2018 to 10/27/2018,Sat: 9:00 AM-2:00 PM;,1018312
1513,1,06/03/2021 to 06/03/2021,Thu: 2:00 PM-6:00 PM;,1021466
1514,1,06/07/2019 to 09/27/2019,Fri: 4:00 PM-7:00 PM;,1019628
1515,1,05/02/2020 to 09/26/2020,Sat: 8:00 AM-12:00 PM;,1020176
1516,1,04/13/2019 to 11/23/2019,Sat: 8:30 AM-11:30 AM;,1019675
1517,1,10/06/2018 to 05/25/2019,Sat: 9:00 AM-2:00 PM;,1012278
1518,2,06/01/2019 to 08/31/2019,Sat: 9:00 AM-1:00 PM;,1012278
1519,1,01/01/2021 to 01/01/2021,Sat: 8:00 AM-12:00 PM;Sun: 8:00 AM-12:00 PM;,1021483
1520,1,06/16/2018 to 10/27/2018,Sat: 9:00 AM-1:00 PM;,1012766
1521,1,01/01/2018 to 12/31/2018,Mon: 9:00 AM-1:00 PM;,1018211
1522,1,06/23/2021 to 06/23/2021,Wed: 3:00 PM-7:00 PM;,1021526
1523,1,09/05/2018 to 11/14/2018,Wed: 11:30 AM-2:00 PM;,1012100
1524,1,05/07/2018 to 09/24/2018,Mon: 3:00 PM-7:00 PM;,1018918
1525,2,10/01/2018 to 10/29/2018,Mon: 3:00 PM-6:00 PM;,1018918
1526,1,05/08/2021 to 05/08/2021,Sat: 7:00 AM-12:00 PM;,1021333
1527,1,05/05/2021 to 05/05/2021,Wed: 4:00 PM-8:00 PM;,1021334
1528,1,01/01/2014 to 12/31/2014,Mon: -10:00 PM;Wed: 5:00 PM-6:30 PM;Sun: 8:00 AM-;,1010057
1529,1,06/08/2019 to 10/05/2019,Sat: 9:00 AM-12:30 PM;,1019526
1530,1,05/24/2020 to 10/11/2020,Sun: 10:00 AM-2:00 PM;,1018451
1531,1,05/05/2018 to 05/05/2018,Sat: 9:00 AM-1:00 PM;,1012116
1532,1,06/18/2019 to 10/08/2019,Tue: 4:00 PM-7:00 PM;,1019545
1533,1,04/06/2018 to 11/23/2018,Fri: 1:00 AM-6:00 PM;,1019036
1534,1,06/10/2018 to 08/05/2018,Sun: 10:00 AM-2:00 PM;,1019112
1535,2,10/11/2014 to 05/23/2015,Sat: 9:00 AM-1:00 PM;,1007271
1536,1,01/04/2020 to 12/26/2020,Sat: 9:00 AM-1:00 PM;,1020186
1537,1,01/01/2021 to 01/01/2021,Sat: 10:00 AM-1:00 PM;,1021432
1538,1,05/04/2021 to 05/04/2021,Tue: 10:00 AM-3:00 PM;,1009707
1539,1,01/01/2018 to 12/31/2018,Tue: 8:00 AM-1:00 PM;,1008173
1540,1,06/27/2020 to 10/03/2020,Sat: 9:00 AM-12:00 PM;,1020149
1541,1,05/29/2019 to 10/09/2019,Wed: 3:00 PM-7:00 PM;,1019481
1542,1,01/01/2021 to 01/01/2021,Sat: 9:00 AM-1:00 PM;,1021643
1543,1,01/01/2021 to 01/01/2021,Sat: 9:00 AM-1:00 PM;,1021644
1544,1,05/15/2021 to 05/15/2021,Sat: 9:00 AM-1:00 PM;,1002765
1545,1,11/14/2020 to 12/12/2020,Sun: 9:00 AM-12:00 PM;,1019981
1546,2,08/01/2020 to 10/31/2020,Sat: 8:00 AM-12:00 PM;,1019981
1547,1,05/08/2021 to 05/08/2021,Sat: 9:30 AM-1:30 PM;,1021313
1548,1,10/15/2017 to 05/20/2018,Sun: 12:00 PM-4:00 PM;,1018923
1549,1,05/14/2020 to 10/08/2020,Thu: 8:00 AM-1:00 PM;,1019015
1550,1,06/06/2020 to 10/03/2020,Sat: 9:00 AM-1:00 PM;,1020036
1551,1,05/12/2018 to 10/27/2018,Sat: 8:00 AM-12:30 PM;,1018476
1552,1,05/09/2020 to 10/31/2020,Sat: 8:00 AM-12:00 PM;,1020073
1553,1,05/05/2018 to 10/27/2018,Sat: 8:00 AM-12:00 PM;,1011738
1554,1,06/04/2018 to 09/24/2018,Mon: 3:00 PM-6:00 PM;,1019138
1555,1,06/01/2018 to 10/12/2018,Fri: 10:30 AM-4:00 PM;,1003982
1556,1,01/01/2020 to 12/31/2020,Sun: 9:00 AM-1:00 PM;,1020147
1557,1,01/01/2018 to 12/31/2018,Sat: 9:00 AM-1:00 PM;,1019075
1558,1,05/07/2022 to 05/07/2022,Sat: 10:00 AM-3:00 PM;,1021694
1559,1,06/03/2020 to 09/26/2020,Wed: 9:00 AM-1:00 PM;Sat: 9:00 AM-1:00 PM;,1018994
1560,1,05/16/2020 to 10/10/2020,Sat: 8:00 AM-12:00 PM;,1010998
1561,2,11/07/2020 to 12/19/2020,Sat: 9:00 AM-1:00 PM;,1010998
1562,1,01/01/2020 to 12/31/2020,Sat: 9:00 AM-1:00 PM;,1000710
1563,1,01/01/2021 to 01/01/2021,Sun: 10:00 AM-2:00 PM;,1021616
1564,1,05/12/2018 to 10/20/2018,Sat: 8:00 AM-12:00 PM;,1018279
1565,2,06/05/2018 to 08/28/2018,Tue: 4:00 PM-7:00 PM;,1018279
1566,1,01/01/2021 to 01/01/2021,Tue: 3:00 PM-6:00 PM;,1021235
1567,1,05/02/2020 to 09/26/2020,Sun: 8:30 AM-1:00 PM;,1021204
1568,1,01/01/2020 to 12/31/2020,Fri: 12:00 PM-6:00 PM;,1020049
1569,1,06/03/2018 to 09/30/2018,Sun: 8:00 AM-1:00 PM;,1019047
1570,1,05/02/2021 to 05/02/2021,Sun: 9:00 AM-1:00 PM;,1019933
1571,1,07/02/2020 to 10/29/2020,Thu: 4:00 PM-9:00 PM;,1021203
1572,1,06/07/2019 to 09/27/2019,Fri: 4:00 PM-8:00 PM;,1019596
1573,1,05/25/2019 to 10/12/2019,Sat: 8:00 AM-1:00 PM;,1018959
1574,1,01/01/2020 to 12/31/2020,Sat: 8:00 AM-11:00 AM;,1021254
1575,1,05/26/2018 to 09/26/2018,Wed: 11:00 AM-5:00 PM;,1019181
1576,1,05/24/2019 to 09/20/2019,Fri: 8:00 AM-3:00 PM;,1019303
1577,1,04/27/2019 to 10/26/2019,Tue: 2:30 PM-6:30 PM;Sat: 2:30 PM-6:30 PM;,1019544
1578,1,01/15/2020 to 12/16/2020,Wed: 4:00 PM-7:00 PM;,1019775
1579,1,03/01/2020 to 12/19/2020,Sat: 11:00 AM-;,1019931
1580,1,01/01/2021 to 12/31/2021,Sun: 10:00 AM-1:00 PM;,1019948
1581,1,04/04/2018 to 11/14/2018,Wed: 11:00 AM-3:00 PM;,1019166
1582,1,06/15/2019 to 10/12/2019,Sat: 9:30 AM-1:30 PM;,1019626
1583,1,06/14/2020 to 10/25/2020,Sun: 10:00 AM-2:00 PM;,1019751
1584,1,05/19/2021 to 05/19/2021,Wed: 3:00 PM-7:00 PM;,1021304
1585,1,05/08/2019 to 12/04/2019,Wed: 3:00 PM-7:00 PM;,1019697
1586,1,05/02/2019 to 12/05/2019,Thu: 3:00 PM-7:00 PM;,1019700
1587,1,04/26/2019 to 12/06/2019,Fri: 3:00 PM-7:00 PM;,1019699
1588,1,05/01/2019 to 12/04/2019,Wed: 3:00 PM-7:00 PM;,1019698
1589,1,04/23/2019 to 12/03/2019,Tue: 3:00 PM-7:00 PM;,1019696
1590,1,01/01/2021 to 01/01/2021,Thu: 3:00 PM-7:00 PM;,1021276
1591,1,01/01/2021 to 01/01/2021,Mon: 8:00 AM-5:00 PM;Tue: 8:00 AM-5:00 PM;Wed: 8:00 AM-5:00 PM;Thu: 8:00 AM-5:00 PM;Fri: 8:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;Sun: 8:00 AM-5:00 PM;,1021619
1592,1,11/04/2018 to 04/28/2019,Sun: 9:00 AM-1:00 PM;,1012357
1593,1,05/12/2018 to 10/27/2018,Sat: 9:00 AM-1:00 PM;,1019001
1594,1,05/07/2022 to 05/07/2022,Sat: 8:00 AM-12:00 PM;,1021659
1595,1,06/06/2019 to 10/17/2019,Thu: 3:00 PM-7:00 PM;,1019504
1596,1,05/06/2021 to 05/06/2021,Thu: 3:30 PM-5:30 PM;,1019966
1597,2,11/04/2021 to 11/04/2021,Thu: 4:00 PM-5:00 PM;,1019966
1598,1,05/25/2018 to 09/28/2018,Fri: 3:00 PM-6:30 PM;,1018422
1599,2,11/03/2018 to 12/15/2018,Sat: 9:00 AM-12:00 PM;,1018422
1600,1,05/01/2022 to 05/01/2022,Sun: 9:30 AM-1:00 PM;,1021702
1601,1,06/16/2018 to 08/11/2018,Sat: 10:00 AM-1:00 PM;,1016917
1602,1,05/02/2020 to 08/29/2020,Sat: 8:00 AM-12:00 PM;,1019928
1603,1,01/01/2019 to 01/01/2019,Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-7:00 PM;Sat: 8:00 AM-4:00 PM;,1011497
1604,2,01/01/2019 to 02/28/2019,Thu: 9:00 AM-5:00 PM;Fri: 9:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;,1011497
1605,1,06/21/2019 to 10/25/2019,Fri: 3:00 PM-6:00 PM;,1019517
1606,1,05/17/2018 to 10/18/2018,Thu: 3:00 PM-6:00 PM;,1002101
1607,2,05/16/2019 to 10/17/2019,Thu: 3:00 PM-6:00 PM;,1002101
1608,1,06/07/2020 to 09/27/2020,Sun: 9:00 AM-2:00 PM;,1019739
1609,1,05/02/2020 to 10/31/2020,Sat: 8:30 AM-2:00 PM;,1019826
1610,1,04/01/2020 to 04/01/2020,Sat: 8:00 AM-1:00 PM;,1019975
1611,1,01/08/2019 to 12/29/2019,Tue: 10:00 AM-1:30 PM;,1018628
1612,1,09/27/2020 to 11/15/2020,,1018624
1613,1,01/01/2021 to 01/01/2021,Thu: 2:00 AM-5:00 AM;,1021499
1614,1,07/05/2020,Sun: 8:00 AM-12:00 PM;,1000278
1615,1,05/30/2021 to 05/30/2021,Sun: 9:00 AM-2:00 PM;,1020015
1616,1,06/06/2015 to 10/03/2015,Sat: 8:00 AM-1:00 PM;,1010798
1617,1,05/23/2020 to 10/10/2020,Sat: 9:00 AM-1:00 PM;,1012799
1618,1,01/01/2021 to 01/01/2021,Sat: 8:00 AM-1:00 PM;,1021586
1619,1,05/10/2014 to 09/27/2014,Sat: 9:00 AM-12:00 PM;,1008826
1620,1,06/03/2014 to 08/26/2014,Tue: 4:30 AM-7:00 PM;,1008827
1621,1,06/16/2018 to 10/06/2018,Tue: 3:30 PM-6:00 PM;Sat: 9:00 AM-12:00 PM;,1019228
1622,1,01/01/2018 to 12/31/2018,Thu: 8:00 AM-1:00 PM;,1017961
1623,1,05/06/2018 to 10/28/2018,Sun: 9:00 AM-1:30 PM;,1009802
1624,1,06/12/2021 to 06/12/2021,Tue: 9:00 AM-1:00 PM;Sat: 9:00 AM-1:00 PM;,1021562
1625,1,01/02/2022 to 01/02/2022,Sun: 10:00 AM-1:30 PM;,1021744
1626,1,05/01/2021 to 05/01/2021,Sat: 8:00 AM-2:00 PM;,1021447
1627,1,07/02/2020 to 10/29/2020,Thu: 4:00 PM-6:00 PM;,1019963
1628,1,06/05/2021 to 06/05/2021,Sat: 8:00 AM-12:00 PM;,1021490
1629,1,05/30/2019 to 10/10/2019,Thu: 3:00 PM-7:00 PM;,1019393
1630,1,05/08/2018 to 08/28/2018,Tue: 8:00 AM-12:00 PM;,1019213
1631,1,05/28/2021 to 05/28/2021,Fri: 4:30 PM-6:30 PM;,1006324
1632,1,05/07/2022 to 05/07/2022,Sat: 8:30 AM-12:00 PM;,1021745
1633,2,01/01/2023 to 01/01/2023,Sat: 12:00 PM-3:00 PM;,1021745
1634,3,10/01/2022 to 10/01/2022,Thu: 5:30 PM-8:00 PM;,1021745
1635,1,05/09/2020 to 10/10/2020,Sat: 10:00 AM-3:00 PM;,1019638
1636,1,07/11/2018 to 09/26/2018,Wed: 4:00 PM-6:00 PM;,1018933
1637,1,01/01/2020 to 12/31/2020,Sun: 8:30 AM-2:00 PM;,1020002
1638,1,06/04/2019 to 09/24/2019,Tue: 4:00 PM-7:00 PM;,1018397
1639,1,05/04/2021 to 05/04/2021,Tue: 10:00 AM-1:00 PM;,1021576
1640,1,05/01/2018 to 10/27/2018,Tue: 3:00 PM-6:00 PM;Thu: 6:00 AM-12:00 PM;Sat: 6:00 AM-12:00 PM;,1018283
1641,1,01/05/2019 to 12/21/2019,Sat: 7:00 AM-12:00 PM;,1019349
1642,2,04/16/2019 to 09/24/2019,Tue: 3:00 PM-6:00 PM;,1019349
1643,1,01/01/2021 to 01/01/2021,Sat: 9:00 AM-1:00 PM;,1012573
1644,1,01/01/2021 to 12/31/2021,Sat: 8:00 AM-12:00 PM;,1005493
1645,1,06/16/2018 to 10/13/2018,Thu: 4:00 PM-7:00 PM;Sat: 8:00 AM-1:00 PM;,1006169
1646,1,06/05/2021 to 06/05/2021,Mon: 7:30 AM-12:00 PM;Tue: 7:30 AM-12:00 PM;Wed: 7:30 AM-12:00 PM;Thu: 7:30 AM-12:00 PM;Fri: 7:30 AM-12:00 PM;Sat: 7:30 AM-12:00 PM;,1018968
1647,2,10/02/2021 to 10/02/2021,Wed: 9:00 AM-12:00 PM;Thu: 9:00 AM-12:00 PM;Fri: 9:00 AM-12:00 PM;Sat: 9:00 AM-12:00 PM;,1018968
1648,1,06/05/2021 to 10/30/2021,Tue: 2:00 PM-5:00 PM;Sat: 7:00 AM-1:00 PM;,1019215
1649,1,05/01/2020 to 10/03/2020,Sat: 10:00 AM-1:00 PM;,1019925
1650,1,05/11/2018 to 09/28/2018,Fri: 3:00 pm-6:00 pm;,1010158
1651,1,05/18/2019 to 11/23/2019,Sat: 9:00 AM-1:00 PM;,1019540
1652,1,01/01/2018 to 01/01/2018,Wed: 4:00 PM-7:00 PM;,1018634
1653,1,01/01/2021 to 01/01/2021,Wed: 9:00 AM-5:00 PM;,1021305
1654,1,05/20/2020 to 09/30/2020,Wed: 4:00 PM-7:00 PM;,1019764
1655,1,05/04/2022 to 05/04/2022,Wed: 2:30 PM-7:00 PM;,1021726
1656,1,05/05/2021 to 05/05/2021,Wed: 5:00 PM-8:00 PM;,1001886
1657,1,04/04/2018 to 09/29/2018,Wed: 10:00 AM-2:00 PM;Sat: 8:00 AM-12:00 PM;,1019105
1658,2,10/03/2018 to 03/30/2019,Wed: 10:00 AM-2:00 PM;Sat: 10:00 AM-2:00 PM;,1019105
1659,1,05/01/2019 to 10/30/2019,Wed: 3:00 PM-6:00 PM;,1019448
1660,1,01/01/2019 to 12/31/2019,Sat: 8:00 AM-12:00 PM;,1019342
1661,1,05/27/2017 to 09/30/2017,Sat: 9:00 AM-11:00 AM;,1018852
1662,2,10/07/2017 to 10/28/2017,Sat: 9:00 AM-11:00 AM;,1018852
1663,3,11/11/2017 to 04/14/2018,Sat: 9:00 AM-11:00 AM;,1018852
1664,1,05/05/2019 to 10/27/2019,Sun: 11:00 AM-2:00 PM;,1019498
1665,1,05/01/2015 to 10/30/2015,Fri: 9:00 AM-2:00 PM;,1005631
1666,1,06/30/2021 to 06/30/2021,Wed: 8:00 AM-5:00 PM;,1001999
1667,1,04/17/2021 to 04/17/2021,Sat: 7:30 AM-1:00 PM;,1018535
1668,2,06/02/2021 to 06/02/2021,Wed: 7:30 AM-1:00 PM;Sat: 7:30 AM-1:00 PM;,1018535
1669,3,10/02/2021 to 10/02/2021,Sat: 8:00 AM-1:00 PM;,1018535
1670,1,06/08/2019 to 11/02/2019,Sat: 8:00 AM-12:00 PM;,1019692
1671,2,11/02/2019 to 06/06/2020,Sat: 8:00 AM-1:00 PM;,1019692
1672,1,04/03/2021 to 04/03/2021,Sat: 10:00 AM-2:00 PM;,1012325
1673,1,06/03/2017 to 09/30/2017,Sun: 9:00 AM-12:00 PM;,1018597
1674,1,11/01/2017 to 04/28/2018,Sun: 10:00 AM-1:00 PM;,1018598
1675,2,05/17/2018 to 10/31/2018,Thu: 3:00 PM-7:00 PM;,1018598
1676,1,05/19/2018 to 10/31/2020,Wed: 3:00 PM-6:00 PM;Sat: 9:00 AM-2:00 PM;,1019078
1677,1,11/03/2018 to 05/04/2019,Sat: 10:00 AM-2:00 PM;,1019080
1678,1,05/12/2018 to 10/06/2018,Sat: 8:00 AM-12:00 PM;,1019182
1679,1,06/25/2020 to 10/08/2020,Thu: 3:00 PM-7:00 PM;,1019952
1680,1,05/04/2022 to 05/04/2022,Wed: 11:00 AM-2:00 PM;,1020048
1681,1,05/18/2018 to ,Fri: 2:00 PM-6:00 PM;,1012247
1682,1,01/01/2021 to 01/01/2021,Sat: 9:00 AM-1:00 PM;,1019513
1683,1,06/11/2018 to 08/27/2018,Mon: 4:00 PM-7:00 PM;,1012297
1684,1,06/06/2017 to 08/30/2017,Wed: 2:00 PM-5:30 PM;,1018155
1685,1,06/11/2019 to 10/29/2019,Tue: 8:00 AM-1:00 PM;,1019645
1686,1,06/10/2018 to 11/04/2018,Sun: 7:30 AM-12:30 PM;,1019156
1687,1,05/01/2018 to ,Wed: 4:00 PM-7:30 PM;Sat: 8:00 AM-1:00 PM;,1006342
1688,1,02/13/2021 to 02/13/2021,Sat: 3:30 PM-7:30 PM;,1021297
1689,2,03/13/2021 to 03/13/2021,Sat: 9:00 AM-12:00 PM;,1021297
1690,3,04/10/2021 to 04/10/2021,Sat: 9:00 AM-12:00 PM;,1021297
1691,4,05/08/2021 to 05/08/2021,Sat: 8:00 AM-12:00 PM;,1021297
1692,1,01/01/2018 to 12/31/2018,Wed: 3:00 PM-6:00 PM;Sat: 7:00 AM-12:00 PM;,1018214
1693,1,04/22/2021 to 04/22/2021,Thu: 4:00 PM-8:00 PM;,1021487
1694,1,01/01/2020 to 12/31/2020,Sun: 9:00 AM-2:00 PM;,1021251
1695,1,07/11/2021 to 07/11/2021,Sun: 10:00 AM-1:00 PM;,1018504
1696,1,06/16/2021 to 06/16/2021,Wed: 3:30 PM-6:30 PM;,1001925
1697,1,06/02/2021 to 06/02/2021,Wed: 3:00 PM-6:00 PM;,1010394
1698,1,01/01/2021 to 12/31/2021,Sat: 9:00 AM-1:00 PM;,1019155
1699,1,04/01/2021 to 04/01/2021,Sat: 8:00 AM-12:00 PM;,1021537
1700,1,01/01/2019 to 12/31/2019,Tue: 10:00 AM-11:00 AM;,1005268
1701,1,05/24/2018 to 08/30/2018,Thu: 4:30 PM-6:00 PM;,1004574
1702,1,01/01/2019 to 12/31/2019,Tue: 6:30 AM-7:30 AM;,1005263
1703,1,01/01/2019 to 12/31/2019,Sun: 11:30 AM-12:30 PM;,1005269
1704,1,01/01/2019 to 12/31/2019,Thu: 7:00 AM-8:00 AM;,1005264
1705,1,01/01/2019 to 12/31/2019,Tue: 8:00 AM-9:00 AM;,1005266
1706,1,04/17/2019 to 04/30/2019,Wed: 2:00 PM-6:00 PM;,1019489
1707,1,05/12/2021 to 05/12/2021,Wed: 3:00 PM-7:00 PM;,1021340
1708,1,01/01/2020 to 12/31/2020,Sun: 9:00 AM-1:00 PM;,1020197
1709,1,06/01/2020 to 10/01/2020,Mon: 2:30 PM-5:30 PM;Thu: 2:30 PM-5:30 PM;,1018219
1710,1,03/20/2021 to 03/20/2021,Sat: 10:00 AM-2:00 PM;,1021366
1711,1,06/04/2020 to ,Thu: 1:00 PM-7:00 PM;,1018552
1712,1,06/20/2020 to 10/03/2020,Sat: 9:00 AM-1:00 PM;,1020021
1713,1,07/06/2019 to 10/19/2019,Sat: 9:00 AM-1:00 PM;,1019394
1714,1,07/30/2020 to ,Thu: 5:30 PM-7:30 PM;,1018319
1715,1,06/20/2016 to ,Mon: 3:30 AM-6:00 AM;,1001962
1716,1,05/01/2021 to 05/01/2021,Sat: 10:00 AM-1:00 PM;,1011229
1717,1,06/01/2019 to 10/25/2019,Tue: 9:00 AM-2:00 PM;Sat: 9:00 AM-2:00 PM;,1019613
1718,1,06/24/2020 to 10/07/2020,Wed: 12:00 PM-4:00 PM;,1004499
1719,2,01/10/2020 to 03/14/2020,Sat: 10:00 AM-2:00 PM;,1004499
1720,1,05/05/2018 to 10/27/2018,Sat: 4:00 PM-6:00 PM;,1019016
1721,1,05/22/2021 to 05/22/2021,Sat: 9:30 AM-12:30 PM;,1021559
1722,1,06/01/2018 to 10/31/2018,Wed: 10:00 AM-3:00 PM;,1012485
1723,1,05/07/2022 to 05/07/2022,Sat: 9:00 AM-1:00 PM;,1020047
1724,1,05/16/2018 to 10/24/2018,Wed: 10:00 AM-2:00 PM;,1019124
1725,1,06/30/2022 to 06/30/2022,Thu: 4:00 PM-7:00 PM;,1021709
1726,1,04/24/2021 to 04/24/2021,Tue: 4:00 PM-7:00 PM;Thu: 11:00 AM-2:00 PM;Sat: 9:00 AM-12:00 PM;,1021452
1727,2,08/21/2021 to 08/21/2021,Tue: 4:00 PM-7:00 PM;Sat: 9:00 AM-12:00 PM;,1021452
1728,3,05/01/2021 to 05/01/2021,Sat: 9:00 AM-12:00 PM;,1021452
1729,1,07/09/2020 to 10/15/2020,Thu: 3:00 PM-5:00 PM;,1006093
1730,1,06/01/2020 to 10/31/2020,Sat: 8:30 AM-1:00 PM;,1000384
1731,1,06/10/2020 to 10/07/2020,Wed: 3:30 PM-6:00 PM;,1019864
1732,1,08/02/2018 to 09/13/2018,Thu: 5:00 PM-7:30 PM;,1012212
1733,1,05/09/2019 to 10/17/2019,Thu: 3:30 PM-6:30 PM;,1019641
1734,1,05/16/2018 to 10/10/2018,Wed: 8:00 AM-12:00 PM;,1019114
1735,1,01/01/2018 to 12/31/2018,Sun: 9:00 AM-1:00 PM;,1002890
1736,1,01/01/2019 to 12/01/2019,Mon: 8:00 AM-3:00 PM;Tue: 8:00 AM-3:00 PM;Wed: 8:00 AM-3:00 PM;Thu: 8:00 AM-3:00 PM;Fri: 8:00 AM-3:00 PM;,1002280
1737,1,01/01/2018 to 12/31/2018,Tue: 3:00 PM-6:00 PM;,1019067
1738,1,07/08/2021 to 07/08/2021,Thu: 11:00 AM-3:00 PM;Sat: 10:00 AM-2:00 PM;,1021569
1739,1,01/01/2018 to 12/31/2018,Sun: 9:00 AM-2:00 PM;,1018650
1740,1,05/05/2021 to 05/05/2021,Wed: 3:30 PM-7:00 PM;,1011203
1741,1,05/18/2019 to 11/02/2019,Sat: 9:00 AM-2:00 PM;,1019424
1742,1,04/03/2019 to 11/30/2019,Wed: 9:00 AM-1:00 PM;Sat: 9:00 AM-1:00 PM;,1019657
1743,2,12/07/2019 to 12/28/2019,Sat: 9:00 AM-1:00 PM;,1019657
1744,1,06/17/2018 to 10/28/2018,Sun: 9:00 AM-2:00 PM;,1002177
1745,1,06/14/2018 to 12/13/2018,Thu: 3:00 PM-7:00 PM;,1016908
1746,1,07/01/2020 to 10/28/2020,Wed: 3:00 PM-6:00 PM;,1019911
1747,1,10/01/2018 to 12/01/2019,Sun: 9:00 AM-1:00 PM;,1012204
